5837 0 355.526 4.67944 0.765153
5838 0 355.526 4.67944 0.765153
5839 0 355.526 4.67944 0.765153
5840 0 355.526 4.67944 0.765153
5835 0 354.368 4.75282 0.751491
5835 1 355.526 4.67944 0.765153
5836 0 355.526 4.67944 0.765153
5828 0 354.368 4.75282 0.751491
5828 1 355.526 4.67944 0.765153
5829 0 353.203 4.82493 0.733738
5829 1 355.526 4.67944 0.765153
5830 0 353.203 4.82493 0.733738
5830 1 355.526 4.67944 0.765153
5831 0 353.203 4.82493 0.733738
5831 1 354.368 4.75282 0.751491
5831 2 355.526 4.67944 0.765153
5832 0 353.203 4.82493 0.733738
5832 1 354.368 4.75282 0.751491
5832 2 355.526 4.67944 0.765153
5833 0 353.203 4.82493 0.733738
5833 1 354.368 4.75282 0.751491
5833 2 355.526 4.67944 0.765153
5834 0 353.203 4.82493 0.733738
5834 1 354.368 4.75282 0.751491
5834 2 355.526 4.67944 0.765153
5825 0 352.034 4.89846 0.716822
5825 1 353.203 4.82493 0.733738
5825 2 354.368 4.75282 0.751491
5825 3 355.526 4.67944 0.765153
5826 0 352.034 4.89846 0.716822
5826 1 353.203 4.82493 0.733738
5826 2 355.526 4.67944 0.765153
5827 0 352.034 4.89846 0.716822
5827 1 355.526 4.67944 0.765153
5822 0 352.034 4.89846 0.716822
5822 1 353.203 4.82493 0.733738
5822 2 354.368 4.75282 0.751491
5822 3 355.526 4.67944 0.765153
5823 0 349.692 5.05243 0.686708
5823 1 352.034 4.89846 0.716822
5823 2 354.368 4.75282 0.751491
5823 3 355.526 4.67944 0.765153
5824 0 349.692 5.05243 0.686708
5824 1 352.034 4.89846 0.716822
5824 2 354.368 4.75282 0.751491
5824 3 355.526 4.67944 0.765153
5819 0 348.51 5.13581 0.670257
5819 1 349.692 5.05243 0.686708
5819 2 352.034 4.89846 0.716822
5819 3 353.203 4.82493 0.733738
5819 4 354.368 4.75282 0.751491
5819 5 355.526 4.67944 0.765153
5820 0 348.51 5.13581 0.670257
5821 0 348.51 5.13581 0.670257
5821 1 349.692 5.05243 0.686708
5821 2 352.034 4.89846 0.716822
5821 3 354.368 4.75282 0.751491
5821 4 355.526 4.67944 0.765153
5817 0 349.692 5.05243 0.686708
5818 0 347.327 5.22199 0.656106
5818 1 348.51 5.13581 0.670257
5818 2 349.692 5.05243 0.686708
5818 3 352.034 4.89846 0.716822
5818 4 353.203 4.82493 0.733738
5818 5 354.368 4.75282 0.751491
5818 6 355.526 4.67944 0.765153
5816 0 343.764 5.48378 0.622286
5816 1 346.136 5.30685 0.635339
5807 0 341.371 5.67363 0.612088
5807 1 342.573 5.57889 0.619997
5807 2 343.764 5.48378 0.622286
5807 3 346.136 5.30685 0.635339
5808 0 341.371 5.67363 0.612088
5808 1 342.573 5.57889 0.619997
5809 0 341.371 5.67363 0.612088
5809 1 343.764 5.48378 0.622286
5809 2 346.136 5.30685 0.635339
5809 3 347.327 5.22199 0.656106
5809 4 349.692 5.05243 0.686708
5809 5 353.203 4.82493 0.733738
5809 6 355.526 4.67944 0.765153
5810 0 342.573 5.57889 0.619997
5810 1 346.136 5.30685 0.635339
5810 2 348.51 5.13581 0.670257
5810 3 349.692 5.05243 0.686708
5811 0 343.764 5.48378 0.622286
5812 0 341.371 5.67363 0.612088
5812 1 343.764 5.48378 0.622286
5812 2 346.136 5.30685 0.635339
5812 3 348.51 5.13581 0.670257
5812 4 352.034 4.89846 0.716822
5813 0 341.371 5.67363 0.612088
5813 1 342.573 5.57889 0.619997
5813 2 343.764 5.48378 0.622286
5813 3 346.136 5.30685 0.635339
5813 4 347.327 5.22199 0.656106
5813 5 348.51 5.13581 0.670257
5813 6 352.034 4.89846 0.716822
5813 7 354.368 4.75282 0.751491
5813 8 355.526 4.67944 0.765153
5814 0 341.371 5.67363 0.612088
5814 1 342.573 5.57889 0.619997
5814 2 346.136 5.30685 0.635339
