5837 0 367.894 9.62897 0.0787137
5837 0 369.167 9.46498 0.0690621
5837 0 368.078 9.7471 -0.262639
5837 0 368.918 9.16977 -0.0875764
5837 0 368.939 9.25823 0.00952399
5837 0 370.018 9.10233 -0.245886
5837 0 369.921 9.08041 -0.16412
5837 0 369.513 9.15036 -0.562343
5837 0 368.385 9.30055 -0.504144
5837 0 369.91 9.08977 -0.452904
5837 0 368.495 9.23526 -0.434191
5837 0 367.762 9.33705 -0.463183
5837 0 367.918 9.38198 -0.430147
5837 0 367.705 9.43516 -0.422332
5837 0 367.712 9.54477 -0.421465
5837 0 367.891 9.58889 -0.429386
5837 0 367.63 9.6293 -0.457194
5837 0 369.356 9.17138 -0.335337
5837 0 369.553 9.14821 -0.377841
5837 0 369.751 9.12661 -0.361541
5837 0 370.057 9.10858 -0.348397
5837 0 370.121 9.16881 -0.379235
5837 0 368.13 9.28329 -0.338077
5837 0 368.465 9.2071 -0.384154
5837 0 368.586 9.23809 -0.32737
5837 0 368.719 9.21416 -0.347185
5837 0 367.705 9.38854 -0.329415
5837 0 368.067 9.33537 -0.352795
5837 0 368.533 9.32308 -0.336091
5837 0 367.662 9.40931 -0.371231
5837 0 367.443 9.53281 -0.322579
5837 0 368.945 9.1719 -0.235031
5837 0 369.051 9.15083 -0.250574
5837 0 369.244 9.18048 -0.282475
5837 0 369.508 9.11473 -0.225616
5837 0 369.628 9.13863 -0.270744
5837 0 369.802 9.17586 -0.270782
5837 0 368.029 9.27602 -0.267677
5837 0 368.546 9.19776 -0.259059
5837 0 368.912 9.21021 -0.256127
5837 0 369.415 9.19952 -0.257473
5837 0 367.692 9.32807 -0.251865
5837 0 367.952 9.33415 -0.271911
5837 0 368.219 9.30671 -0.296987
5837 0 368.305 9.35456 -0.220858
5837 0 368.213 9.39894 -0.291394
5837 0 368.355 9.43311 -0.213604
5837 0 367.669 9.55785 -0.240349
5837 0 368.6 9.18848 -0.128101
5837 0 368.779 9.12771 -0.150451
5837 0 368.961 9.19351 -0.108807
5837 0 369.327 9.17477 -0.183747
5837 0 369.41 9.14117 -0.115724
5837 0 369.494 9.18131 -0.115524
5837 0 367.525 9.26725 -0.173325
5837 0 367.651 9.27743 -0.132314
5837 0 367.738 9.27889 -0.145618
5837 0 367.845 9.27633 -0.186314
5837 0 368.446 9.22096 -0.146144
5837 0 369.274 9.20218 -0.176829
5837 0 369.113 9.3117 -0.159678
5837 0 367.583 9.45912 -0.184729
5837 0 367.937 9.40318 -0.122544
5837 0 368.115 9.46068 -0.148697
5837 0 367.515 9.51729 -0.195676
5837 0 367.788 9.52954 -0.170565
5837 0 368.14 9.50784 -0.124936
5837 0 367.742 9.65564 -0.168471
5837 0 367.924 9.64708 -0.19417
5837 0 369.154 9.15221 -0.0665637
5837 0 369.485 9.13068 -0.0301264
5837 0 369.516 9.13105 -0.05614
5837 0 369.617 9.16722 -0.0885202
5837 0 367.758 9.29453 -0.0840719
5837 0 368.22 9.25495 -0.00709087
5837 0 368.321 9.26195 -0.0736004
5837 0 368.459 9.26381 -0.0436593
5837 0 367.512 9.32192 -0.085977
5837 0 368.198 9.34124 -0.103063
5837 0 369.729 9.29656 -0.0561341
5837 0 367.644 9.43828 -0.0694125
5837 0 367.731 9.45719 -0.0525117
5837 0 368.267 9.41809 -0.00407517
5837 0 367.692 9.56771 -0.0727573
5837 0 367.715 9.59558 -0.0720035
5837 0 367.788 9.59728 -0.0895535
5837 0 367.909 9.6645 -0.00275522
5837 0 367.689 9.75519 -0.0927876
5837 0 367.914 9.72236 -0.0488785
5837 0 369.551 9.143 0.0663795
5837 0 367.799 9.20079 0.00554442
5837 0 368.511 9.23824 0.0324523
5837 0 369.29 9.23047 0.0174637
5837 0 367.611 9.38409 0.0148056
5837 0 368.095 9.38185 0.00464988
5837 0 369.321 9.34768 0.0308775
5837 0 367.743 9.57873 0.0205657
5837 0 368.04 9.49502 0.0609445
5837 0 369.593 9.22013 0.0426594
